Center X,Center Y,Speed X,Speed Y
70.5,93.0,1.6736467210032075,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
71.0,93.0,1.6131435160761447,0.0
70.5,93.0,-1.9189708722249823,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
71.0,93.0,1.6185844961659437,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
70.5,93.0,-1.738719861665082,0.0
70.5,93.0,0.0,0.0
71.0,93.0,1.8627353717241668,0.0
71.0,93.0,0.0,0.0
70.5,93.0,-1.6084359112637636,0.0
71.0,93.0,1.545488256501465,0.0
70.5,93.0,-1.5821763737003256,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
71.0,93.0,1.7913033392735798,0.0
71.0,93.0,0.0,0.0
70.5,93.0,-1.7827893136058706,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
70.5,93.0,0.0,0.0
71.0,93.0,1.9191321268460557,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
70.5,93.0,-1.8152815023151458,0.0
71.0,93.0,1.7801920360609134,0.0
71.0,93.0,0.0,0.0
70.5,93.0,-1.6154271949614856,0.0
71.0,93.0,1.6113865480556302,0.0
71.0,93.0,0.0,0.0
70.5,93.0,-1.8583206542884563,0.0
71.0,93.0,1.5837912888075634,0.0
71.0,93.0,0.0,0.0
70.5,93.0,-1.6050844491820357,0.0
70.5,93.0,0.0,0.0
71.0,93.0,1.6060414927339945,0.0
70.5,93.0,-1.628075306059855,0.0
71.0,93.0,1.6073357913424577,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
70.5,93.0,-1.6081487783003958,0.0
71.0,93.0,1.9252570893348795,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
70.5,93.0,-1.735283115840605,0.0
71.0,93.0,1.8442043277427655,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
Center X,Center Y,Speed X,Speed Y
71.0,93.5,0.0,1.884691347497804
71.0,93.5,0.0,0.0
71.0,93.5,0.0,0.0
71.0,93.5,0.0,0.0
71.0,93.5,0.0,0.0
71.5,93.5,1.606633459152225,0.0
71.5,93.5,0.0,0.0
71.5,93.5,0.0,0.0
71.5,93.5,0.0,0.0
71.5,93.5,0.0,0.0
71.5,93.5,0.0,0.0
71.5,93.5,0.0,0.0
71.5,93.5,0.0,0.0
71.5,93.5,0.0,0.0
71.5,93.5,0.0,0.0
71.5,93.5,0.0,0.0
71.5,93.5,0.0,0.0
71.5,93.5,0.0,0.0
71.5,93.5,0.0,0.0
71.5,93.5,0.0,0.0
71.5,93.5,0.0,0.0
71.5,93.5,0.0,0.0
71.5,93.5,0.0,0.0
71.5,93.5,0.0,0.0
Center X,Center Y,Speed X,Speed Y
71.5,93.0,1.6075907575714619,0.0
71.5,93.0,0.0,0.0
71.5,93.0,0.0,0.0
71.5,93.0,0.0,0.0
71.5,93.0,0.0,0.0
71.5,93.0,0.0,0.0
71.5,93.0,0.0,0.0
71.5,93.0,0.0,0.0
71.5,93.0,0.0,0.0
71.5,93.0,0.0,0.0
71.5,93.0,0.0,0.0
71.5,93.0,0.0,0.0
71.5,93.0,0.0,0.0
71.5,93.0,0.0,0.0
71.5,93.0,0.0,0.0
Center X,Center Y,Speed X,Speed Y
Center X,Center Y,Speed X,Speed Y
Center X,Center Y,Speed X,Speed Y
Center X,Center Y,Speed X,Speed Y
Center X,Center Y,Speed X,Speed Y
Center X,Center Y,Speed X,Speed Y
Center X,Center Y,Speed X,Speed Y
Center X,Center Y,Speed X,Speed Y
50.0,69.0,3.922639362004479,0.0
50.0,69.0,0.0,0.0
50.0,69.0,0.0,0.0
50.0,69.0,0.0,0.0
50.0,69.0,0.0,0.0
50.0,69.0,0.0,0.0
50.0,69.0,0.0,0.0
50.0,69.0,0.0,0.0
50.0,69.0,0.0,0.0
Center X,Center Y,Speed X,Speed Y
49.5,69.0,1.6522965193964292,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.5,69.0,0.0,0.0
49.0,69.0,-1.6193102550241927,0.0
44.0,69.0,-16.109126946451397,0.0
37.5,69.0,-21.020993068887574,0.0
32.0,69.0,-19.39954587480523,0.0
30.0,69.0,-7.173851663162783,0.0
30.0,69.0,0.0,0.0
30.0,69.0,0.0,0.0
30.0,69.0,0.0,0.0
30.0,69.0,0.0,0.0
30.0,69.0,0.0,0.0
30.0,69.0,0.0,0.0
30.0,69.0,0.0,0.0
30.0,69.0,0.0,0.0
30.0,69.0,0.0,0.0
30.0,69.0,0.0,0.0
30.0,69.0,0.0,0.0
30.0,69.0,0.0,0.0
30.0,69.0,0.0,0.0
30.0,69.0,0.0,0.0
30.0,69.0,0.0,0.0
30.0,69.0,0.0,0.0
32.5,69.0,7.9047577367733926,0.0
39.0,69.0,16.761598247599583,0.0
43.0,69.5,14.745199172495932,1.8431498965619915
50.0,69.5,19.98046931250118,0.0
53.5,69.5,11.32215765489747,0.0
55.5,69.5,6.4218443572074175,0.0
58.0,69.5,8.111391191177196,0.0
61.0,69.5,9.635180110288552,0.0
62.5,69.5,4.763195611610152,0.0
65.5,69.5,9.79200849270268,0.0
68.0,69.5,8.059303401590656,0.0
70.0,70.0,6.441558154346302,1.6103895385865754
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,69.5,0.0,-1.7774951420349332
70.0,70.0,0.0,1.6331454396077205
70.0,69.5,0.0,-1.5975209044493046
70.0,70.0,0.0,1.6319521400949835
70.0,70.0,0.0,0.0
70.0,69.5,0.0,-1.6797599954735474
70.0,70.0,0.0,1.6065920709715449
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,69.5,0.0,-1.631405383406258
70.0,70.0,0.0,1.5997368596901327
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,69.5,0.0,-1.6230917928485427
70.0,70.0,0.0,1.6160679774703728
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.5,69.5,1.6038524665463072,-1.6038524665463072
70.0,70.0,-1.6153209836621059,1.6153209836621059
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
70.0,70.0,0.0,0.0
67.0,69.5,-9.567282490471708,-1.5945470817452847
63.0,69.5,-13.050232066651299,0.0
58.0,69.5,-15.975696964492238,0.0
53.0,69.5,-16.25822585670299,0.0
53.0,69.5,0.0,0.0
52.5,69.5,-1.6329612354950422,0.0
53.0,69.5,1.5823616511022458,0.0
52.5,70.0,-1.6172897693423014,1.6172897693423014
53.0,69.5,1.6355009893140977,-1.6355009893140977
53.0,69.5,0.0,0.0
52.5,70.0,-1.5929461607422464,1.5929461607422464
53.0,69.5,1.6287327079100968,-1.6287327079100968
52.5,69.5,-1.6014416134918492,0.0
53.0,69.5,1.6065252176455356,0.0
53.0,69.5,0.0,0.0
53.0,69.5,0.0,0.0
53.0,69.5,0.0,0.0
53.0,69.5,0.0,0.0
53.0,69.5,0.0,0.0
53.0,69.5,0.0,0.0
53.0,69.5,0.0,0.0
53.0,69.5,0.0,0.0
53.0,69.5,0.0,0.0
53.0,69.5,0.0,0.0
53.0,69.5,0.0,0.0
53.0,69.5,0.0,0.0
52.5,70.0,-1.6017833168040734,1.6017833168040734
55.0,70.0,8.07436881031101,0.0
59.0,70.0,12.869504277710769,0.0
63.5,70.0,14.530029157619214,0.0
66.5,70.0,9.626866482392497,0.0
69.5,70.0,9.684063511030844,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
70.0,70.0,1.5966620239340537,0.0
69.5,70.0,-1.611351319631558,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
69.5,70.0,0.0,0.0
Center X,Center Y,Speed X,Speed Y
Center X,Center Y,Speed X,Speed Y
Center X,Center Y,Speed X,Speed Y
Center X,Center Y,Speed X,Speed Y
Center X,Center Y,Speed X,Speed Y
Center X,Center Y,Speed X,Speed Y
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.5,81.0,1.781011308067079,0.0
76.5,81.0,0.0,0.0
76.0,81.0,-1.595893590332095,0.0
76.0,81.0,0.0,0.0
76.5,81.0,1.6129493561175996,0.0
76.5,81.0,0.0,0.0
76.5,81.0,0.0,0.0
76.0,81.0,-1.632272483104104,0.0
76.5,81.0,1.6035447663332838,0.0
76.0,81.0,-1.6120225257862635,0.0
76.0,81.0,0.0,0.0
76.0,81.0,0.0,0.0
76.5,81.0,1.5928100272790022,0.0
76.5,81.0,0.0,0.0
76.5,81.0,0.0,0.0
76.5,81.0,0.0,0.0
76.0,81.0,-1.6331668231340462,0.0
76.5,81.0,1.6151922614161172,0.0
76.5,81.0,0.0,0.0
76.5,81.0,0.0,0.0
76.5,81.0,0.0,0.0
76.0,81.0,-1.5991468093683092,0.0
76.5,81.0,1.7060904168565982,0.0
76.5,81.0,0.0,0.0
76.5,81.0,0.0,0.0
76.5,81.0,0.0,0.0
76.5,81.0,0.0,0.0
76.5,81.0,0.0,0.0
76.5,81.0,0.0,0.0
76.5,81.0,0.0,0.0
76.5,81.0,0.0,0.0
76.5,81.0,0.0,0.0
76.5,81.0,0.0,0.0
76.5,81.0,0.0,0.0
76.0,81.0,-1.6314135902569655,0.0
76.5,81.0,1.6224373124932616,0.0
76.5,81.0,0.0,0.0
76.0,81.0,-1.6032308435037297,0.0
76.5,81.0,1.6218871780630044,0.0
76.5,81.0,0.0,0.0
76.5,81.0,0.0,0.0
76.5,81.0,0.0,0.0
76.5,81.0,0.0,0.0
76.5,81.0,0.0,0.0
76.5,81.0,0.0,0.0
76.5,81.0,0.0,0.0
76.0,81.0,-1.6629977461207357,0.0
76.5,81.0,1.5957616639034338,0.0
76.5,81.0,0.0,0.0
76.0,81.0,-1.7901148232035924,0.0
76.5,81.0,1.6235565832019334,0.0
76.0,81.0,-1.6374465455786325,0.0
77.5,81.0,4.778143773765637,0.0
75.5,81.0,-6.366774689910656,0.0
76.0,81.0,1.6530899079520311,0.0
75.5,81.0,-1.6077150829388998,0.0
75.0,81.0,-1.5958260538400144,0.0
75.5,81.0,1.6229244684870363,0.0
76.5,81.0,3.233186436746884,0.0
72.5,81.0,-12.763643921564968,0.0
74.0,81.0,4.821491204559647,0.0
73.5,81.0,-1.6099866042240838,0.0
73.5,81.0,0.0,0.0
73.0,81.0,-1.6193878802274178,0.0
72.5,81.0,-1.5977145160627921,0.0
72.5,81.0,0.0,0.0
72.0,81.0,-1.672076207002691,0.0
70.5,81.0,-4.694769658953448,0.0
70.0,81.0,-1.6301244862604019,0.0
70.0,81.0,0.0,0.0
70.0,81.0,0.0,0.0
70.5,81.0,1.6092468176004002,0.0
70.0,81.0,-1.6203831120876149,0.0
70.0,81.0,0.0,0.0
70.0,81.0,0.0,0.0
69.5,81.0,-1.4853501965345834,0.0
69.0,81.0,-1.753147894288993,0.0
64.5,81.0,-15.035212811053722,0.0
61.0,81.0,-12.198756700603255,0.0
60.5,81.0,-1.7463055089355788,0.0
59.5,81.0,-3.538999217235287,0.0
57.0,81.0,-8.960713881873518,0.0
53.0,81.0,-12.97206125474287,0.0
50.0,81.0,-9.658433206497186,0.0
47.0,81.5,-9.697094048120487,1.6161823413534147
43.0,81.5,-12.776831465184639,0.0
40.5,81.5,-8.105763123865328,0.0
42.0,81.5,4.764133254969573,0.0
48.0,81.5,19.57249298923528,0.0
57.0,81.5,29.024455910475154,0.0
64.0,81.5,22.717895703936723,0.0
71.5,81.5,23.93861589900588,0.0
77.0,81.5,17.748551497874715,0.0
79.0,81.0,6.413329200258729,-1.6033323000646822
73.5,73.0,-17.866564290170285,-25.987729876611326
62.5,58.0,-35.288454108565645,-48.12061923895316
58.0,53.0,-14.047974233884789,-15.608860259871985
51.0,49.0,-23.294750011448972,-13.311285720827984
46.0,45.5,-17.79615673644076,-12.457309715508535
44.5,44.5,-5.008259885505674,-3.3388399236704496
46.0,46.5,5.212895195153248,6.950526926870997
52.0,53.5,19.285639862912163,22.499913173397523
52.5,60.5,1.6023515630625398,22.432921882875558
60.5,67.5,25.777317653753155,22.555152947034014
63.0,72.0,8.135459152103444,14.6438264737862
67.0,78.0,12.649585689242574,18.974378533863863
69.5,83.5,8.007318782551382,17.61610132161304
61.5,81.0,-26.250651055330284,-8.203328454790714
81.0,91.0,62.039818287625174,31.81529142955137
76.0,91.0,-16.354086161794243,0.0
78.0,94.5,6.35905318044182,11.128343065773185
79.0,95.5,3.205840425288955,3.205840425288955
73.5,95.5,-18.07195310717035,0.0
79.0,95.5,17.61587514627287,0.0
78.0,88.5,-3.193688838895452,-22.355821872268166
79.5,81.5,4.870967253761019,-22.73118051755142
